laag	vaknr	vaknaam	vakafkorting	nr	periode	leerstofomschrijving	weging VD	afname	afwijkende hulpmiddelen / bijzonderheden	duur	SE?	weging SE	herkans-baar?	verplichte SE-domeinen
4M	50	Wiskunde A	WA	6	0	0	0	0	0	0	0	0	0	0
4M	50	Wiskunde A	0	7	0	0	0	0	0	0	0	0	0	0
4H	50	Wiskunde A	WA	1	1	Moderne Wiskunde 11e editie havo 4 PW hoofdstuk 2 (Tabellen en grafieken) + vaardigheden	1	tt	0	50	Nee	0	0	0
4H	50	Wiskunde A	WA	2	1	Moderne Wiskunde 11e editie havo 4 PW  hoofdstuk 1 (Rekenen) + vaardigheden	2	tt	0	100	Nee	0	0	0
4H	50	Wiskunde A	WA	3	2	Moderne Wiskunde 11e editie havo 4 PW  hoofdstuk 5 (Lineaire en exponentiële groei) + hoofdstuk 6 (Grafieken en vergelijkingen) + vaardigheden	2	tt	0	100	Nee	0	0	0
4H	50	Wiskunde A	WA	4	3	Moderne Wiskunde 11e editie havo 4. Hoofdstuk 4: Systematisch tellen + Hoofdstuk 8: Grafieken en veranderingen + vaardigheden	3	tt	0	100	Ja	3	Ja	B3, D
4H	50	Wiskunde A	WA	5	4	Moderne Wiskunde 11e editie havo 4 PW  hoofdstuk 3 (Statistische vraagstellingen) + hoofdstuk 7 (Statistische verwerking (zonder ICT)) + vaardigheden	2	tt	0	100	Nee	0	0	0
4H	50	Wiskunde A	WA	6	3	Opdracht (inclusief exceltoets)	2	po	Computer (geen chromebook)	0	Ja	2	Nee	E5
4H	50	Wiskunde A	0	7	0	Bij de tt vervangt de grafische rekenmachine de gewone rekenmachine als toegestaan hulpmiddel. Alle aantekeningen, stencils en extra opgaven die gegeven zijn in de les behoren ook tot de stof voor de tt.	0	0	0	0	0	0	0	0
5H	50	Wiskunde A	WA	1	1	Moderne Wiskunde 11e editie havo 5 H1 (Lineaire en exponentiële formules) + H3 (Allerlei formules) + vaardigheden	0	tt	0	100	Ja	3	Ja	A
5H	50	Wiskunde A	WA	2	2	Moderne Wiskunde 11e editie havo 5 H2 (Verdelingen (zonder ICT)) + H5 (Conclusies uit data) + vaardigheden	0	tt	0	100	Ja	3	Ja	A
5H	50	Wiskunde A	WA	3	3	Moderne Wiskunde 11e editie havo 5 H4 (Toegepast rekenen) + H6 (Werken met formules) + vaardigheden	0	tt	0	100	Ja	3	Ja	A, Rekenen
5H	50	Wiskunde A	WA	4	0	0	0	0	0	0	0	0	0	0
5H	50	Wiskunde A	WA	5	0	0	0	0	0	0	0	0	0	0
5H	50	Wiskunde A	WA	6	0	0	0	0	0	0	0	0	0	0
5H	50	Wiskunde A	0	7	0	Bij de tt vervangt de grafische rekenmachine de gewone rekenmachine als toegestaan hulpmiddel. Alle aantekeningen, stencils en extra opgaven die gegeven zijn in de les behoren ook tot de stof voor de tt.	0	0	0	0	0	0	0	0
4A	50	Wiskunde A	WA	1	1	Hoofdstuk 2 (Verbanden) + Vaardigheden	2	tt	0	50	Nee	0	0	0
4A	50	Wiskunde A	WA	2	1	Hoofdstuk 1 (Systematisch tellen) + Vaardigheden	2	tt	0	50	Nee	0	0	0
4A	50	Wiskunde A	WA	3	2	Hoofdstuk 4 (Machtsfuncties) + Vaardigheden	1	tt	0	50	Nee	0	0	0
4A	50	Wiskunde A	WA	4	2	Hoofdstuk 4 (Machtsfuncties) + Hoofdstuk 5 (Exponentiële functies) + Vaardigheden	3	tt	0	100	Nee	0	0	0
4A	50	Wiskunde A	WA	5	3	Hoofdstuk 3 (Statistiek) + Hoofdstuk 7 (Kansen) + Vaardigheden	3	tt	0	100	Nee	0	0	0
4A	50	Wiskunde A	WA	6	4	Hoofdstuk 6 (Veranderingen) + Hoofdstuk 8A (De afgeleiden) + Vaardigheden	3	tt	0	100	Nee	0	0	0
4A	50	Wiskunde A	0	7	0	Bij de tt vervangt de grafische rekenmachine de gewone rekenmachine als toegestaan hulpmiddel. Alle aantekeningen, stencils en extra opgaven die gegeven zijn in de les behoren ook tot de stof voor de tt.	0	0	0	0	0	0	0	0
5A	50	Wiskunde A	WA	1	1	"Moderne wiskunde 11e editie wiskunde A deel vwo 5. H1 Formules herleiden; H5 Logaritmische en exponentiële functies en Vaardigheden"	2	tt	0	100	Nee	0	Nee	0
5A	50	Wiskunde A	WA	2	2	"Moderne wiskunde 11e editie wiskunde A deel vwo 5 H2 Statistiek; H4 Toevalsvariabelen; H7 Binomiale verdeling, Vaardigheden"	2	tt	0	100	Ja	2	Ja	A1, A2, A3, E1 t/m E6
5A	50	Wiskunde A	WA	3	3	"Moderne wiskunde 11e editie wiskunde A deel vwo 5 H3 Periodieke functies; H6 Rijen en recursie en Vaardigheden"	2	tt	0	100	Nee	0	Nee	0
5A	50	Wiskunde A	WA	4	4	Moderne wiskunde 11e editie wiskunde A deel vwo 5 H8 Samengestelde functies en Vaardigheden	2	tt	0	100	Nee	0	Nee	0
5A	50	Wiskunde A	WA	5	2	Wiskunde Alympiade 	1	po	0	0	Ja	1	Nee	A1, A2, A3, E1
5A	50	Wiskunde A	WA	6	4	Statistisch onderzoek	1	po	0	0	Ja	1	Nee	A1, A2, A3, E1 t/m E7, F
5A	50	Wiskunde A	0	7	0	Bij de tt vervangt de grafische rekenmachine de gewone rekenmachine als toegestaan hulpmiddel. Alle aantekeningen, stencils en extra opgaven die gegeven zijn in de les behoren ook tot de stof voor de tt.	0	0	0	0	0	0	0	0
6A	50	Wiskunde A	WA	1	1	Moderne wiskunde 11e editie, wiskunde A, deel vwo 6, de hoofdstukken 1 en 2. Vaardigheden.  Moderne wiskunde 11e editie wiskunde A deel vwo 5 hoofdstuk 6. Normale verdelingen en hypothese toetsen. Rijen. Vaardigheden. Onderzoeksopdrachten.               	0	tt	0	100	Ja	4	Ja	A1, A2, A3, E, Rekenen
6A	50	Wiskunde A	WA	2	2	Moderne wiskunde 11e editie, wiskunde A, deel vwo 6, de hoofdstukken 3 en 4. Vaardigheden.  Functies bewerken. Differentiëren. Sinusoïden. Vaardigheden.                                                                 	0	tt	0	100	Ja	4	Ja	A1, A2, A3, Rekenen
6A	50	Wiskunde A	WA	3	3	Moderne wiskunde 11e editie, wiskunde A, deel vwo 6, de hoofdstukken 5 en 6. Vaardigheden.  Exponentiële en logaritmische functies. Verbanden. Onderzoeksopdrachten. Combinatoriek. Vaardigheden. 	0	tt	0	100	Ja	4	Ja	A1, A2, A3, Rekenen
6A	50	Wiskunde A	WA	4	0	0	0	0	0	0	0	0	0	0
6A	50	Wiskunde A	WA	5	0	0	0	0	0	0	0	0	0	0
6A	50	Wiskunde A	WA	6	0	0	0	0	0	0	0	0	0	0
6A	50	Wiskunde A	0	7	0	Bij de tt vervangt de grafische rekenmachine de gewone rekenmachine als toegestaan hulpmiddel. Alle aantekeningen, stencils en extra opgaven die gegeven zijn in de les behoren ook tot de stof voor de tt.	0	0	0	0	0	0	0	0
4M	60	Wiskunde B	WB	1	0	0	0	0	0	0	0	0	0	0
4M	60	Wiskunde B	WB	2	0	0	0	0	0	0	0	0	0	0
4M	60	Wiskunde B	WB	3	0	0	0	0	0	0	0	0	0	0
4M	60	Wiskunde B	WB	4	0	0	0	0	0	0	0	0	0	0
4M	60	Wiskunde B	WB	5	0	0	0	0	0	0	0	0	0	0
4M	60	Wiskunde B	WB	6	0	0	0	0	0	0	0	0	0	0
4M	60	Wiskunde B	0	7	0	0	0	0	0	0	0	0	0	0
4H	60	Wiskunde B	WB	1	1	Hoofdstuk 1: Vergelijkingen (paragraaf 1.1 t/m 1.3) + Hoofdstuk 2: Functies en grafieken (paragraaf 2.1 t/m 2.5)	2	tt	0	50	Nee	0	0	0
4H	60	Wiskunde B	WB	2	1	Hoofdstuk 1: Vergelijkingen (paragraaf 1.4 t/m 1.7) + Hoofdstuk 2: Functies en grafieken (paragraaf 2.6 en 2.7). Stof van paragraaf 1.1 t/m 1.3 en 2.1 t/m 2.5 wordt bekend verondersteld.	2	tt	0	50	Nee	0	0	0
4H	60	Wiskunde B	WB	3	2	Hoofdstuk 7: Lijnen en afstanden + Paragraaf 5.4: Afstanden in een rooster	1	tt	0	50	Nee	0	0	0
4H	60	Wiskunde B	WB	4	2	Hoofdstuk 5: Afstanden en hoeken. Hoofdstuk 7: Lijnen en afstanden	3	tt	0	100	Ja	2	Ja	A1, A2, A3, C1, C2
4H	60	Wiskunde B	WB	5	3	Hoofdstuk 3: Machtsfuncties. Hoofdstuk 4: Exponentiële functies	3	tt	0	100	Ja	2	Ja	A1, A2, A3, B1, B2
4H	60	Wiskunde B	WB	6	4	Hoofsdtuk 6: Afgeleide functies + Hoofdstuk 8: Periodieke functies	3	tt	0	100	Nee	0	0	0
4H	60	Wiskunde B	0	7	0	Bij de tt vervangt de grafische rekenmachine de gewone rekenmachine als toegestaan hulpmiddel. Alle aantekeningen, stencils en extra opgaven die gegeven zijn in de les behoren ook tot de stof voor het SE.	0	0	0	0	0	0	0	0
5H	60	Wiskunde B	WB	1	1	"Moderne Wiskunde 5 havo B, 11e editie Hoofdstuk 1: Logaritmische functies ; Hoofdstuk 2: Functies bewerken Vaardigheden, uitgedeelde stencils Details: zie studiewijzer"	0	tt	0	100	Ja	3	Ja	A1, A2, A3, rekenen
5H	60	Wiskunde B	WB	2	1	Moderne Wiskunde 5 havo B, 11e editie Hoofdstuk 3: Goniometrische functies  Hoofdstuk 4: Differentiëren Vaardigheden, uitgedeelde stencils Details: zie studiewijzer	0	tt	0	100	Ja	3	Ja	A1, A2, A3, D1, D2, D3, D4, rekenen
5H	60	Wiskunde B	WB	3	1	Moderne Wiskunde 5 havo B, 11e editie Hoofdstuk 5: Cirkels  Hoofdstuk 6: Verbanden Vaardigheden, uitgedeelde stencils Details: zie studiewijzer	0	tt	0	100	Ja	3	Ja	A1, A2, A3, rekenen
5H	60	Wiskunde B	WB	4	0	 	0	0	0	0	0	0	0	0
5H	60	Wiskunde B	WB	5	0	 	0	0	0	0	0	0	0	0
5H	60	Wiskunde B	WB	6	0	0	0	0	0	0	0	0	0	0
5H	60	Wiskunde B	0	7	0	Bij de tt vervangt de grafische rekenmachine de gewone rekenmachine als toegestaan hulpmiddel. Alle aantekeningen, stencils en extra opgaven die gegeven zijn in de les behoren ook tot de stof voor het SE.	0	0	0	0	0	0	0	0
4A	60	Wiskunde B	WB	1	1	H1 Vergelijkingen  Vaardigheden 	1	tt	0	50	Nee	0	Nee	0
4A	60	Wiskunde B	WB	2	1	H1 Vergelijkingen en H2 Functies en grafieken Vaardigheden 	2	tt	0	100	Nee	0	Nee	0
4A	60	Wiskunde B	WB	3	2	H5 Lijnen H8 Vectoren Vaardigheden	3	tt	0	100	Nee	0	Nee	0
4A	60	Wiskunde B	WB	4	3	H3 Machtsfuncties en H4 Exponentiële functies Vaardigheden	3	tt	0	100	Nee	0	Nee	0
4A	60	Wiskunde B	WB	5	4	H6 Afgeleide functies Vaardigheden	1	tt	0	50	Nee	0	Nee	0
4A	60	Wiskunde B	WB	6	4	H6 Afgeleide functies H7 Periodieke functies Vaardigheden	2	tt	0	100	Nee	0	Nee	0
4A	60	Wiskunde B	0	7	0	Bij de tt vervangt de grafische rekenmachine de gewone rekenmachine als toegestaan hulpmiddel. Alle aantekeningen, stencils en extra opgaven die gegeven zijn in de les behoren ook tot de stof voor het SE.	0	0	0	0	0	0	0	0
5A	60	Wiskunde B	WB	1	1	Moderne wiskunde 11e editie, wiskunde B, deel vwo 5 H1. Logaritmische functies. H2. Functies bewerken. Vaardigheden	2	tt	0	100	Nee	0	0	0
5A	60	Wiskunde B	WB	2	1	Keuzeonderwerp	1	po	0	0	Ja	1	Nee	A1, A2, A3, F
5A	60	Wiskunde B	WB	3	2	Moderne wiskunde 11e editie, wiskunde B, deel vwo 5 H3. Kettingregel. H4. Integreren. Vaardigheden 	2	tt	0	100	Nee	0	0	0
5A	60	Wiskunde B	WB	4	2	Wiskunde B-dag	1	po	0	0	Ja	2	Nee	A1, A2, A3, F
5A	60	Wiskunde B	WB	5	3	Moderne wiskunde 11e editie, wiskunde B, deel vwo 5 H5. Cirkels. H7. Meetkunde: rekenen of beredeneren. Vaardigheden	2	tt	0	100	Ja	1	Ja	A1, A2, A3, E1
5A	60	Wiskunde B	WB	6	4	Moderne wiskunde 11e editie, wiskunde B, deel vwo 5 H6. Product-en quotiëntfuncties. H8. Goniometrische functies. Vaardigheden	2	tt	0	100	Nee	0	0	0
5A	60	Wiskunde B	0	7	0	Bij de tt vervangt de grafische rekenmachine de gewone rekenmachine als toegestaan hulpmiddel. Alle aantekeningen, stencils en extra opgaven die gegeven zijn in de les behoren ook tot de stof voor het SE.	0	0	0	0	0	0	0	0
6A	60	Wiskunde B	WB	1	1	Moderne wiskunde 11e editie, wiskunde B, deel vwo 6 H1. Exponentiële en logaritmische functies. H2. Toepassingen van integreren. Vaardigheden	0	tt	0	0	Ja	4	Ja	A1, A2, A3, rekenen
6A	60	Wiskunde B	WB	2	2	Moderne wiskunde 11e editie, wiskunde B, deel vwo 6 H3. Bewegingsvergelijkingen. H6. Afsluiting meetkunde. Vaardigheden	0	tt	0	0	Ja	4	Ja	A1, A2, A3, E1, rekenen
6A	60	Wiskunde B	WB	3	3	Moderne wiskunde 11e editie, wiskunde B, deel vwo 6 H4. Goniometrische functies. H5. Functies onderzoeken. Vaardigheden	0	tt	0	0	Ja	4	Ja	A1, A2, A3, rekenen
6A	60	Wiskunde B	WB	4	0	0	0	0	0	0	0	0	0	0
6A	60	Wiskunde B	WB	5	0	0	0	0	0	0	0	0	0	0
6A	60	Wiskunde B	WB	6	0	0	0	0	0	0	0	0	0	0
6A	60	Wiskunde B	0	7	0	Bij de tt vervangt de grafische rekenmachine de gewone rekenmachine als toegestaan hulpmiddel. Alle aantekeningen, stencils en extra opgaven die gegeven zijn in de les behoren ook tot de stof voor het SE.	0	0	0	0	0	0	0	0
4M	70	Wiskunde C	WC	1	0	0	0	0	0	0	0	0	0	0
4M	70	Wiskunde C	WC	2	0	0	0	0	0	0	0	0	0	0
4M	70	Wiskunde C	WC	3	0	0	0	0	0	0	0	0	0	0
4M	70	Wiskunde C	WC	4	0	0	0	0	0	0	0	0	0	0
4M	70	Wiskunde C	WC	5	0	0	0	0	0	0	0	0	0	0
4M	70	Wiskunde C	WC	6	0	0	0	0	0	0	0	0	0	0
4M	70	Wiskunde C	0	7	0	0	0	0	0	0	0	0	0	0
4H	70	Wiskunde C	WC	1	0	0	0	0	0	0	0	0	0	0
4H	70	Wiskunde C	WC	2	0	0	0	0	0	0	0	0	0	0
4H	70	Wiskunde C	WC	3	0	0	0	0	0	0	0	0	0	0
4H	70	Wiskunde C	WC	4	0	0	0	0	0	0	0	0	0	0
4H	70	Wiskunde C	WC	5	0	0	0	0	0	0	0	0	0	0
4H	70	Wiskunde C	WC	6	0	0	0	0	0	0	0	0	0	0
4H	70	Wiskunde C	0	7	0	0	0	0	0	0	0	0	0	0
5H	70	Wiskunde C	WC	1	0	0	0	0	0	0	0	0	0	0
5H	70	Wiskunde C	WC	2	0	0	0	0	0	0	0	0	0	0
5H	70	Wiskunde C	WC	3	0	0	0	0	0	0	0	0	0	0
5H	70	Wiskunde C	WC	4	0	0	0	0	0	0	0	0	0	0
5H	70	Wiskunde C	WC	5	0	0	0	0	0	0	0	0	0	0
5H	70	Wiskunde C	WC	6	0	0	0	0	0	0	0	0	0	0
5H	70	Wiskunde C	0	7	0	0	0	0	0	0	0	0	0	0
4A	70	Wiskunde C	WC	1	1	Hoofdstuk 2 (Verbanden) + Vaardigheden	2	tt	0	50	Nee	0	0	0
4A	70	Wiskunde C	WC	2	1	Hoofdstuk 1 (Systematisch tellen) + Vaardigheden	2	tt	0	50	Nee	0	0	0
4A	70	Wiskunde C	WC	3	2	Hoofdstuk 4 (Machtsfuncties) + Vaardigheden	1	tt	0	50	Nee	0	0	0
4A	70	Wiskunde C	WC	4	2	Hoofdstuk 4 (Machtsfuncties) + Hoofdstuk 5 (Exponentiële functies) + Vaardigheden	3	tt	0	100	Nee	0	0	0
4A	70	Wiskunde C	WC	5	3	Hoofdstuk 3 (Statistiek) + Hoofdstuk 7 (Kansen) + Vaardigheden	3	tt	0	100	Nee	0	0	0
4A	70	Wiskunde C	WC	6	4	Hoofdstuk 6 (Veranderingen) + Hoofdstuk 8C (Vorm en ruimte) + Vaardigheden	3	tt	0	100	Nee	0	0	0
4A	70	Wiskunde C	0	7	0	Bij de schriftelijke toetsen vervangt de grafische rekenmachine de gewone rekenmachine als toegestaan hulpmiddel. Alle aantekeningen, stencils en extra opgaven die gegeven zijn in de les behoren ook tot de stof voor het SE. Stof uit uit voorgaande leerjaren wordt bekend verondersteld en kan teruggevraagd worden.	0	0	0	0	0	0	0	0
5A	70	Wiskunde C	WC	1	1	Moderne wiskunde 11e editie, wiskunde C, deel vwo 5 H1. Formules herleiden. H5 Logaritmen. Vaardigheden	2	tt	0	100	Nee	0	0	0
5A	70	Wiskunde C	WC	2	2	Moderne wiskunde 11e editie, wiskunde C, deel vwo 5 H2 Statistiek H4 Toevalsvariabelen H7 Binomiale verdeling, Systematisch tellen Vaardigheden	2	tt	0	100	Ja	2	Ja	A1, A2, A3, E1, E2, E3, E4, E5
5A	70	Wiskunde C	WC	3	3	Wiskunde Alympiade	1	po	0	100	Ja	2	Nee	A1, A2, A3, H
5A	70	Wiskunde C	WC	4	4	Moderne wiskunde 11e editie, wiskunde C, deel vwo 5 H6 Rijen en recursie. H8. Uit de geschiedenis van de wiskunde. Vaardigheden	2	tt	0	100	Ja	1	Ja	A1, A2, A3, H
5A	70	Wiskunde C	WC	5	2	Moderne wiskunde 11e editie, wiskunde C, deel vwo 5 Vorm en Ruimte, oa H3. Perspectief. Vaardigheden	2	tt	0	0	Nee	0	0	0
5A	70	Wiskunde C	WC	6	4	Statistisch onderzoek	1	po	0	0	Ja	1	Nee	A1, A2, A3, E1, E2, E3, E4, E5, E6
5A	70	Wiskunde C	0	7	0	"Bij de schriftelijke toetsen vervangt de grafische rekenmachine de gewone rekenmachine als toegestaan hulpmiddel.			"	0	0	0	0	0	0	0	0
6A	70	Wiskunde C	WC	1	1	Moderne wiskunde 11e editie, wiskunde C, deel vwo 6, de hoofdstukken 1 en 4. Vaardigheden. Normale verdelingen. Verbanden. Veranderingen. Vaardigheden.	0	tt	0	100	Ja	4	Ja	A1, A2, A3, E1, E2, E3, E4, E5, rekenen
6A	70	Wiskunde C	WC	2	2	Moderne wiskunde 11e editie, wiskunde C, deel vwo 5, hoofdstuk 6 en deel vwo 6, de hoofdstukken 3 en 4. Vaardigheden. Vorm en ruimte.  Rijen. Verbanden. Vaardigheden.	0	tt	0	100	Ja	4	Ja	A1, A2, A3, rekenen
6A	70	Wiskunde C	WC	3	3	Moderne wiskunde 11e editie, wiskunde C, deel vwo 6, de hoofdstukken 2 en 4, en de syllabus Logisch redeneren. Vaardigheden. Logisch redeneren. Combinatoriek. Verbanden. Vaardigheden.	0	tt	0	100	Ja	4	Ja	A1, A2, A3, rekenen
6A	70	Wiskunde C	WC	4	0	0	0	0	0	0	0	0	0	0
6A	70	Wiskunde C	WC	5	0	0	0	0	0	0	0	0	0	0
6A	70	Wiskunde C	WC	6	0	0	0	0	0	0	0	0	0	0
6A	70	Wiskunde C	0	7	0	Bij de schriftelijke toetsen vervangt de grafische rekenmachine de gewone rekenmachine als toegestaan hulpmiddel.	0	0	0	0	0	0	0	0
4M	80	Wiskunde D	WD	1	0	0	0	0	0	0	0	0	0	0
4M	80	Wiskunde D	WD	2	0	0	0	0	0	0	0	0	0	0
4M	80	Wiskunde D	WD	3	0	0	0	0	0	0	0	0	0	0
4M	80	Wiskunde D	WD	4	0	0	0	0	0	0	0	0	0	0
4M	80	Wiskunde D	WD	5	0	0	0	0	0	0	0	0	0	0
4M	80	Wiskunde D	WD	6	0	0	0	0	0	0	0	0	0	0
4M	80	Wiskunde D	0	7	0	0	0	0	0	0	0	0	0	0
4H	80	Wiskunde D	WD	1	1	Blok 1: Kansen en tellen	1	tt	0	50	Ja	2	Ja	A1, A2, A3, B2 en B3
4H	80	Wiskunde D	WD	2	2	Blok 2: Oppervlakte en inhoud	1	tt	0	50	Ja	2	Ja	A1, A2, A3 en C1
4H	80	Wiskunde D	WD	3	2	Blok 3: Kansrekening	1	tt	0	50	Ja	2	Ja	A1, A2, A3, B2 en B3
4H	80	Wiskunde D	WD	4	3	Blok 4: Statistiek	1	tt	0	50	Ja	2	Ja	A1, A2, A3, B1 en B5
4H	80	Wiskunde D	WD	5	4	Blok 5: Discrete kansmodellen	1	tt	0	50	Ja	2	Ja	A1, A2, A3, B2, B4 en B6
4H	80	Wiskunde D	WD	6	4	Blok 6: Ruimtelijke figuren	1	tt	0	50	Ja	2	Ja	A1, A2, A3 en C2
4H	80	Wiskunde D	0	7	0	Bij de tt vervangt de grafische rekenmachine de gewone rekenmachine als toegestaan hulpmiddel. Stof uit al behandelde blokken wordt bekend verondersteld en kan teruggevraagd worden.  	0	0	0	0	0	0	0	0
5H	80	Wiskunde D	WD	1	1	Blok 7: Continue kansmodellen 	0	tt	0	50	Ja	2	Ja	A1, A2, A3, B1, B2 en B6
5H	80	Wiskunde D	WD	2	1	Blok 8: Toetsen en verbanden  	0	tt	0	50	Ja	2	Ja	A1, A2, A3, B2, B4, B5 en B6
5H	80	Wiskunde D	WD	3	2	Blok 9: Lineair programmeren	0	tt	0	50	Ja	2	Ja	A1, A2, A3, D en E
5H	80	Wiskunde D	WD	4	3	Blok 11: Meetkundige berekeningen	0	tt	0	50	Ja	2	Ja	A1, A2, A3, C3 en C4
5H	80	Wiskunde D	WD	5	2	Blok 10: Modelleren 	0	po	0	600	Ja	2	Nee	A1, A2, A3, D en E
5H	80	Wiskunde D	WD	6	0	0	0	0	0	0	0	0	0	0
5H	80	Wiskunde D	0	7	0	Bij de tt vervangt de grafische rekenmachine de gewone rekenmachine als toegestaan hulpmiddel. Stof uit al behandelde blokken wordt bekend verondersteld en kan teruggevraagd worden.	0	0	0	0	0	0	0	0
4A	80	Wiskunde D	WD	1	1	Blok 1: Combinatoriek	1	tt	0	50	Ja	2	Ja	A1, A2, A3, B1 en B2
4A	80	Wiskunde D	WD	2	2	Blok 2: Grafen	1	tt	0	50	Ja	2	Ja	A1, A2, A3 en G
4A	80	Wiskunde D	WD	3	2	Blok 3: Binomiale verdeling	1	tt	0	50	Ja	2	Ja	A1 , A2, A3, B2, B3 en B4
4A	80	Wiskunde D	WD	4	3	Blok 5: Normale verdeling	1	tt	0	50	Ja	2	Ja	A1, A2, A3, B2 en B4
4A	80	Wiskunde D	WD	5	4	Blok 4: Inproduct	1	tt	0	50	Ja	2	Ja	A1 , A2, A3, D1 en D3
4A	80	Wiskunde D	WD	6	4	Blok 6: Discrete dynamische modellen	1	tt	0	50	Ja	2	Ja	A1, A2, A3, C1 en C3
4A	80	Wiskunde D	0	7	0	Bij de schriftelijke toetsen vervangt de grafische rekenmachine de gewone rekenmachine als toegestaan hulpmiddel. Stof uit al behandelde blokken wordt bekend verondersteld en kan teruggevraagd worden. 	0	0	0	0	0	0	0	0
5A	80	Wiskunde D	WD	1	1	Blok 7: Cryptografie 	1	tt	0	50	Ja	2	Ja	A1, A2, A3 en G
5A	80	Wiskunde D	WD	2	1	Blok 9: Complexe getallen 	1	tt	Formuleblad	50	Ja	2	Ja	A1, A2, A3, E1 en E2
5A	80	Wiskunde D	WD	3	2	Blok 10: Hypothese toetsen 	1	tt	0	50	Ja	2	Ja	A1, A2, A3, B4, B5 en F
5A	80	Wiskunde D	WD	4	3	Blok 11: Differentiaalvergelijkingen	1	tt	0	50	Ja	2	Ja	A1, A2, A3, C2 en C3
5A	80	Wiskunde D	WD	5	4	Blok 8: Vlakke meetkunde	1	tt	Formuleblad	50	Ja	2	Ja	A1 , A2, A3, D1, D3 en D4
5A	80	Wiskunde D	WD	6	4	Blok 14: Continue dynamische modellen 	1	po	0	0	Ja	2	Nee	A1, A2, A3, C2, C3  en F
5A	80	Wiskunde D	0	7	0	Bij de tt vervangt de grafische rekenmachine de gewone rekenmachine als toegestaan hulpmiddel. Stof uit al behandelde blokken wordt bekend verondersteld en kan teruggvraagd worden. 	0	0	0	0	0	0	0	0
6A	80	Wiskunde D	WD	1	1	Blok 13: Poissonverdeling	0	tt	0	50	Ja	2	Ja	A1, A2, A3, B7en F
6A	80	Wiskunde D	WD	2	2	Blok 15: Correlatie en regressie	0	tt	0	50	Ja	2	Ja	A1, A2, A3, B6 en F
6A	80	Wiskunde D	WD	3	2	Blok 16: Niet-Euclidische meetkunde	0	tt	0	50	Ja	2	Ja	A1, A2, A3, F en G
6A	80	Wiskunde D	WD	4	3	Blok 14: Continue dynamische modellen	0	po	0	0	Ja	2	Nee	A1, A2, A3, C2, C3 en F
6A	80	Wiskunde D	WD	5	0	0	0	0	0	0	0	0	0	0
6A	80	Wiskunde D	WD	6	0	0	0	0	0	0	0	0	0	0
6A	80	Wiskunde D	0	7	0	Bij de tt vervangt de grafische rekenmachine de gewone rekenmachine als toegestaan hulpmiddel. Stof uit al behandelde blokken wordt bekend verondersteld en kan teruggevraagd worden. 	0	0	0	0	0	0	0	0
4M	130	Natuur Leven en Technologie	NLT	1	0	0	0	0	0	0	0	0	0	0
4M	130	Natuur Leven en Technologie	NLT	2	0	0	0	0	0	0	0	0	0	0
4M	130	Natuur Leven en Technologie	NLT	3	0	0	0	0	0	0	0	0	0	0
4M	130	Natuur Leven en Technologie	NLT	4	0	0	0	0	0	0	0	0	0	0
4M	130	Natuur Leven en Technologie	NLT	5	0	0	0	0	0	0	0	0	0	0
4M	130	Natuur Leven en Technologie	NLT	6	0	0	0	0	0	0	0	0	0	0
4M	130	Natuur Leven en Technologie	0	7	0	0	0	0	0	0	0	0	0	0
4H	130	Natuur Leven en Technologie	NLT	1	1	Forensisch onderzoek	2	tt	0	100	Nee	0	Nee	0
4H	130	Natuur Leven en Technologie	NLT	2	2	De reis van de Beagle	1	tt	0	50	Ja	1	Ja	B1, B2, E2, A
4H	130	Natuur Leven en Technologie	NLT	3	2	De reis van de Beagle	1	po	0	0	Ja	1	Nee	B1, B2, E2, A
4H	130	Natuur Leven en Technologie	NLT	4	3	Bewust overwogen biertje	2	po	0	0	Ja	2	Nee	B1, B2, D, E2, A
4H	130	Natuur Leven en Technologie	NLT	5	4	Aerosolen en vuile lucht	1	po	0	0	Nee	1	Nee	0
4H	130	Natuur Leven en Technologie	NLT	6	4	Aerosolen en vuile lucht	1	tt	0	50	Ja	1	Ja	B1, B2, C, D, A
4H	130	Natuur Leven en Technologie	0	7	0	De BINAS HAVO/VWO is bij alle schriftelijke toetsen een toegestaan hulpmiddel, tenzij anders vermeld bij de toets	0	0	0	0	0	0	0	0
5H	130	Natuur Leven en Technologie	NLT	1	2	Ruimte voor de rivier	0	po	0	0	Ja	5	Nee	A, B1, B2, C
5H	130	Natuur Leven en Technologie	NLT	2	3	Bewust overwogen biertje	0	po	0	0	Ja	5	Nee	A, B1, B2, D, E2
5H	130	Natuur Leven en Technologie	NLT	3	0	0	0	0	0	0	0	0	0	0
5H	130	Natuur Leven en Technologie	NLT	4	0	0	0	0	0	0	0	0	0	0
5H	130	Natuur Leven en Technologie	NLT	5	0	0	0	0	0	0	0	0	0	0
5H	130	Natuur Leven en Technologie	NLT	6	0	0	0	0	0	0	0	0	0	0
5H	130	Natuur Leven en Technologie	0	7	0	De BINAS HAVO/VWO is bij alle schriftelijke toetsen een toegestaan hulpmiddel, tenzij anders vermeld bij de toets.	0	0	0	0	0	0	0	0
4A	130	Natuur Leven en Technologie	NLT	1	1	Theoretische toets Forensisch Onderzoek	5	tt	0	100	Ja	1	Ja	A, B1, B2, E2, F2
